Day fraction since midnight on 10/27/2019	Coag Flow mL/s ()	Water Flow mL/s ()	Manual Water Pump Control (rpm)	Manual Coagulant Pump Control (rpm)	Fluoride Pump Control ()	Turbidity ()	new set point ()
0.51332057	-0.07760824	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	1.36072433
0.51333214	-0.21359740	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	1.16958189
0.51334370	-0.34245953	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	1.16958189
0.51335528	-0.38705531	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	1.16958189
0.51336687	-0.17779516	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	1.16958189
0.51337844	-0.06896640	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	1.16958189
0.51339001	-0.27236640	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	1.18633676
0.51340158	-0.27989906	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	1.18633676
0.51341314	-0.26590309	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	1.18633676
0.51342473	0.27038470	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	1.18633676
0.51343630	0.26438853	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	1.18633676
0.51344787	0.04845269	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.93274385
0.51345946	0.37394139	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.93274385
0.51347103	0.57470477	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.93274385
0.51348260	-0.12810138	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.93274385
0.51349417	-0.35643896	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.93274385
0.51350574	0.10685847	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.72744459
0.51351733	-0.02496438	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.72744459
0.51352889	0.57668865	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.72744459
0.51354048	0.58384877	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.72744459
0.51355205	0.58457464	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.72744459
0.51356361	0.33174768	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.60454220
0.51357518	-0.18082899	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.60454220
0.51358678	-0.18016833	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.60454220
0.51359834	-0.17850083	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.60454220
0.51360991	-0.16020872	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.60454220
0.51362148	-0.11207175	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.49602249
0.51363308	-0.17659271	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.49602249
0.51364463	-0.18057151	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.49602249
0.51365622	-0.17751257	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.49602249
0.51366779	-0.18124922	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.49602249
0.51367935	-0.17361377	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.42417949
0.51369093	-0.17545344	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.42417949
0.51370250	-0.17179365	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.42417949
0.51371409	-0.17602338	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.42417949
0.51372566	-0.17466894	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.42417949
0.51373723	-0.17684247	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.36214650
0.51374880	-0.17531444	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.36214650
0.51376037	-0.17641845	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.36214650
0.51377196	-0.17450723	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.36214650
0.51378353	-0.17991383	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.36214650
0.51379509	-0.17550665	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.29577348
0.51380668	-0.18705040	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.29577348
0.51381825	-0.19314237	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.29577348
0.51382982	-0.00138432	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.29577348
0.51384139	0.30456182	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.29577348
0.51385296	-0.19888765	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.36103484
0.51386455	-0.18620233	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.36103484
0.51387613	-0.19105834	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.36103484
0.51388769	-0.19241127	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.36103484
0.51389927	-0.19477724	0.00065870	0.65474130	50.52631579	0.00000000	0.00000000	0.36103484
0.51391084	-0.20188695	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.29698807
0.51392241	-0.21984038	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.29698807
0.51393398	-0.22017209	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.29698807
0.51394557	-0.22075891	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.29698807
0.51395714	-0.22106990	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.29698807
0.51396870	-0.22101568	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.29617354
0.51398030	-0.21975380	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.29617354
0.51399187	-0.22179432	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.29617354
0.51400344	-0.22837658	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.29617354
0.51401501	-0.20682666	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.29617354
0.51402658	-0.21144374	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.39125675
0.51403818	-0.21819919	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.39125675
0.51404972	-0.21956049	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.39125675
0.51406129	-0.21877128	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.39125675
0.51407288	-0.21569704	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.39125675
0.51408445	-0.21698217	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.45461228
0.51409602	-0.21413264	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.45461228
0.51410759	-0.22119704	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.45461228
0.51411916	-0.21752144	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.45461228
0.51413074	-0.20200685	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.45461228
0.51414231	-0.21857633	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.55124444
0.51415390	-0.21512473	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.55124444
0.51416546	-0.23086773	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.55124444
0.51417703	-0.11511079	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.55124444
0.51418862	-0.19015847	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.55124444
0.51420019	-0.20955706	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.45771712
0.51421176	-0.21907274	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.45771712
0.51422333	-0.21422021	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.45771712
0.51423490	-0.21576557	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.45771712
0.51424649	-0.21684343	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.45771712
0.51425806	-0.24570401	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.46465954
0.51426962	0.06004315	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.46465954
0.51428121	0.22237054	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.46465954
0.51429278	0.14197446	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.46465954
0.51430435	0.17830366	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.46465954
0.51431594	0.22904105	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.58253545
0.51432751	0.21079266	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.58253545
0.51433908	0.21752946	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.58253545
0.51435065	0.21757355	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.58253545
0.51436223	0.21620966	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.58253545
0.51437380	0.21335204	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.58253545
0.51438537	0.21431486	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.53861046
0.51439696	0.21523850	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.53861046
0.51440853	0.21894991	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.53861046
0.51442010	0.21576835	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.53861046
0.51443167	0.21527351	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.53861046
0.51444324	0.21548732	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.44457108
0.51445481	0.21334696	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.44457108
0.51446640	0.21655357	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.44457108
0.51447798	0.21773322	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.44457108
0.51448954	0.21356666	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.44457108
0.51450111	0.22594114	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.38313979
0.51451268	0.22015761	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.38313979
0.51452427	0.21810642	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.38313979
0.51453584	0.21743013	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.38313979
0.51454741	0.22236213	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.38313979
0.51455898	0.21565707	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.34183851
0.51457057	0.21136142	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.34183851
0.51458214	0.20205308	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.34183851
0.51459373	0.19652182	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.34183851
0.51460527	0.19125277	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.34183851
0.51461686	0.19782405	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.27716446
0.51462843	0.19015883	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.27716446
0.51464000	0.18414675	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.27716446
0.51465157	0.18448976	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.27716446
0.51466316	0.18922630	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.27716446
0.51467472	0.18815482	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.21549165
0.51468629	0.19720767	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.21549165
0.51469788	0.19834839	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.21549165
0.51470945	0.20821500	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.21549165
0.51472102	0.21110280	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.21549165
0.51473259	0.21909843	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.17185865
0.51474418	0.21433881	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.17185865
0.51475575	0.21161218	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.17185865
0.51476731	0.19636752	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.17185865
0.51477888	0.15064545	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.17185865
0.51479048	0.08976091	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.13386799
0.51480203	0.09471187	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.13386799
0.51481362	0.11174449	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.13386799
0.51482518	0.10924762	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.13386799
0.51483675	0.11012247	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.13386799
0.51484834	0.11466981	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10999619
0.51485991	0.12168930	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10999619
0.51487148	0.12828794	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10999619
0.51488305	0.12708920	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10999619
0.51489464	0.13442874	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10999619
0.51490621	0.13843261	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10038963
0.51491778	0.13639691	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10038963
0.51492937	0.12279312	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10038963
0.51494092	0.11975236	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10038963
0.51495251	0.13924652	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10038963
0.51496409	0.13674763	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.12763996
0.51497566	0.13796167	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.12763996
0.51498722	0.14478226	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.12763996
0.51499882	0.14060479	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.12763996
0.51501036	0.12910727	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.12763996
0.51502195	0.13219431	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10353745
0.51503352	0.14306130	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10353745
0.51504509	0.18117936	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10353745
0.51505668	0.16344340	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10353745
0.51506825	0.16946845	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.10353745
0.51507982	0.17396089	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.09198934
0.51509139	0.17310277	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.09198934
0.51510296	0.16803272	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.09198934
0.51511455	0.15010661	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.09198934
0.51512612	0.16513345	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.09198934
0.51513768	0.16048446	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.07683475
0.51514925	0.15818447	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.07683475
0.51516082	0.16764998	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.07683475
0.51517241	0.15786347	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.07683475
0.51518399	0.15517499	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.07683475
0.51519556	0.18792608	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.07664593
0.51520712	0.19210815	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.07664593
0.51521871	0.19555026	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.07664593
0.51523028	0.19020982	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.07664593
0.51524185	0.19498520	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.07664593
0.51525342	0.19032791	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.12932537
0.51526501	0.18874340	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.12932537
0.51527658	0.17722608	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.12932537
0.51528815	0.18267196	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.12932537
0.51529972	0.17895013	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.12932537
0.51531129	0.17450154	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11681973
0.51532288	0.15638776	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11681973
0.51533445	0.16842280	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11681973
0.51534602	0.16945389	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11681973
0.51535759	0.16569705	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11681973
0.51536918	0.16380881	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11300962
0.51538075	0.15069619	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11300962
0.51539232	0.14124607	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11300962
0.51540388	0.15718192	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11300962
0.51541547	0.14819755	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11300962
0.51542704	0.15715817	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11554968
0.51543862	0.15925163	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11554968
0.51545019	0.15451197	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11554968
0.51546176	0.16255730	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11554968
0.51547333	0.16026388	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.11554968
0.51548492	0.16428855	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.15437487
0.51549649	0.16301051	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.15437487
0.51550806	0.16387464	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.15437487
0.51551962	0.16413887	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.15437487
0.51553120	0.16907364	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.15437487
0.51554277	0.16481265	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.13572544
0.51555436	0.16573328	0.00131700	0.65474130	41.35208211	1.62641975	8.13333333	0.13903338
0.51556593	0.19254997	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.13903338
0.51557750	0.19743274	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.13903338
0.51558907	0.20376843	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.13903338
0.51560064	0.20468433	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.13903338
0.51561223	0.20277299	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.14177293
0.51562380	0.20463468	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.14177293
0.51563537	0.20450088	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.14177293
0.51564694	0.20120127	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.14177293
0.51565853	0.19019248	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.14177293
0.51567010	0.19253431	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.14177293
0.51568166	0.18715379	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.14116134
0.51569323	0.19324030	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.14116134
0.51570482	0.19458890	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.14116134
0.51571639	0.19413233	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.14116134
0.51572796	0.19427015	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.14116134
0.51573955	0.20004532	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.13790001
0.51575112	0.19972435	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.13790001
0.51576269	0.19756615	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.13790001
0.51577426	0.20416079	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.13790001
0.51578585	0.20445386	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.13790001
START WITH fluoride probe
0.51579740	0.20196515	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.12370186
0.51580899	0.19896097	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.12370186
0.51582056	0.19714420	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.12370186
0.51583215	0.19204307	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.12370186
0.51584369	0.19125623	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.12370186
0.51585528	0.18901627	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.16092284
0.51586685	0.18894185	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.16092284
0.51587842	0.18243578	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.16092284
0.51588999	0.18299112	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.16092284
0.51590158	0.17817229	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.16092284
0.51591316	0.18271354	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.18756709
0.51592472	0.18559878	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.18756709
0.51593629	0.18660524	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.18756709
0.51594786	0.18604469	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.18756709
0.51595945	0.18706433	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.18756709
0.51597103	0.17715390	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.21099050
0.51598260	0.18231064	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.21099050
0.51599416	0.18009022	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.21099050
0.51600574	0.18505289	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.21099050
0.51601733	0.18551275	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.21099050
0.51602888	0.18922140	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.36616388
0.51604047	0.17675248	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.36616388
0.51605204	0.18305798	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.36616388
0.51606361	0.17799070	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.36616388
0.51607517	0.17723277	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.36616388
0.51608676	0.18747360	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.33722475
0.51609833	0.18679923	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.33722475
0.51610992	0.18407668	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.33722475
0.51612147	0.16364704	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.33722475
0.51613306	0.17567724	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.33722475
0.51614463	0.18086639	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.37499753
0.51615620	0.18362491	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.37499753
0.51616777	0.17015849	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.37499753
0.51617936	0.18035007	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.37499753
0.51619093	0.17883785	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.37499753
0.51620250	0.17514861	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.30658552
0.51621407	0.17510146	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.30658552
0.51622566	0.17196825	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.30658552
0.51623723	0.18043011	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.30658552
0.51624878	0.17315578	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.30658552
0.51626038	0.17060396	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.39628476
0.51627195	0.17204276	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.39628476
0.51628352	0.17064071	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.39628476
0.51629511	0.16969490	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.39628476
0.51630667	0.17113087	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.39628476
0.51631824	0.16490364	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.31725347
0.51632981	0.16024497	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.31725347
0.51634138	0.16614796	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.31725347
0.51635297	0.17174779	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.31725347
0.51636454	0.17684752	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.31725347
0.51637611	0.16119133	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.25850320
0.51638768	0.17332423	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.25850320
0.51639925	0.18561831	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.25850320
0.51641084	0.17337075	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.25850320
0.51642240	0.17688654	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.25850320
0.51643397	0.16613135	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.30340478
0.51644556	0.18024231	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.30340478
0.51645713	0.17034869	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.30340478
0.51646870	0.17987415	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.30340478
0.51648027	0.18478839	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.30340478
0.51649186	0.17384575	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.27243453
0.51650342	0.16141817	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.27243453
0.51651500	0.16792361	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.27243453
0.51652657	0.17478602	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.27243453
0.51653814	0.16217522	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.27243453
0.51654971	0.15285622	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.24139129
0.51656130	0.16819370	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.24139129
0.51657287	0.17676814	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.24139129
0.51658444	0.17490253	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.24139129
0.51659601	0.17280139	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.24139129
0.51660761	0.17289370	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.18965776
0.51661918	0.15533282	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.18965776
0.51663073	0.15744089	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	0.18965776
