Day fraction since midnight on 3/7/2020	Effluent Fluoride (volts)	Influent Fluoride (volts)	Turbidity ()	Water flow (mL/s)	Clay flow (mL/s)	Coag pump control ()	Fluoride pump control ()	water pump control (rpm)	Clay pump control ()
0.43102243	0.15982084	0.50892425	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43108030	0.15976642	0.50888622	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43113817	0.15973257	0.50894058	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43119605	0.15980288	0.50879884	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43125391	0.15976727	0.50871414	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43131178	0.15973787	0.50820458	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43136965	0.15973103	0.50836927	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43142751	0.15970550	0.50843102	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43148540	0.15970565	0.50822568	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43154326	0.15968902	0.50815141	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43160113	0.15969625	0.50809562	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43165901	0.15970494	0.50798249	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43171688	0.15970694	0.50782877	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43177474	0.15970717	0.50786424	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43183262	0.15970455	0.50761867	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43189050	0.15969126	0.50735146	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43194836	0.15969062	0.50725061	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43200623	0.15969469	0.50728095	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43206409	0.15968598	0.50711423	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43212197	0.15966526	0.50625694	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43217984	0.15963866	0.50548404	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43223771	0.15963453	0.50594050	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43229558	0.15960224	0.50587445	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43235344	0.15956831	0.50290769	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43241131	0.16498366	0.50529045	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43246920	0.24485059	0.50586683	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43252709	0.20864731	0.50712013	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43258493	0.07881967	0.50708258	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43264280	0.06711310	0.50611311	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43270068	0.06679524	0.50588822	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43275854	0.06659261	0.50606650	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43281641	0.06639787	0.50590879	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43287430	0.06621023	0.50562352	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43293216	0.06601411	0.50541794	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43299002	0.06620522	0.50533891	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43304789	0.07984257	0.50571048	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43310576	0.16408840	0.50540912	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43316364	0.13017263	0.50518519	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43322151	0.11354136	0.50522226	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43327937	0.11626085	0.50044996	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43333726	0.13694783	0.50169498	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43339512	0.13400355	0.50260991	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43345299	0.11636508	0.50143123	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43351086	0.11652562	0.50129861	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43356872	0.11609492	0.50043952	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43362661	0.11552173	0.50001556	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43368447	0.11605635	0.50022066	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43374233	0.11542391	0.50325805	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43380022	0.11535963	0.50446934	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43385808	0.11539958	0.50187117	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43391596	0.11472931	0.50160164	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43397382	0.11517079	0.50143462	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43403168	0.11537920	0.50138193	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43408957	0.11547127	0.50132138	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43414743	0.11516006	0.50144398	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43420529	0.11511479	0.50114489	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43426318	0.11515873	0.50110245	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43432104	0.11481866	0.50104362	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43437891	0.11505770	0.50092542	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43443677	0.11486132	0.50082743	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43449466	0.11470458	0.50078261	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43455253	0.11481231	0.50073993	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43461039	0.13174652	0.50147027	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43466826	0.13031822	0.50136858	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43472614	0.13080280	0.50162649	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43478401	0.12662533	0.50156659	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43484189	0.12545915	0.50151575	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43489975	0.12440287	0.50159067	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43495761	0.12288637	0.50143307	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43501550	0.13174374	0.50124311	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43507336	0.13518356	0.50084627	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43513122	0.13527313	0.50068361	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43518909	0.13549154	0.50064689	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43524698	0.13562025	0.50078231	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43530485	0.13571924	0.50065362	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43536272	0.13594252	0.50052530	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43542058	0.13642621	0.50038129	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43547845	0.13719957	0.50025511	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43553633	0.13924615	0.50022173	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43559420	0.14027826	0.50041819	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43565206	0.14036423	0.50006032	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43570993	0.12313749	0.49935952	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43576779	0.11931509	0.49922979	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43582568	0.11952052	0.49903676	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43588354	0.11908124	0.49880260	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43594141	0.11870705	0.49874619	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43599929	0.11885116	0.49872184	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43605716	0.11853020	0.49846035	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43611502	0.11888499	0.49827865	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43617290	0.11889884	0.49823532	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43623077	0.11836690	0.49816522	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43628863	0.11856569	0.49811378	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43634652	0.11840348	0.49816534	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43640438	0.11792859	0.49814415	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43646224	0.11888164	0.49805170	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43652013	0.11818695	0.49794483	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43657798	0.11854047	0.49786651	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43663585	0.11803202	0.49767330	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43669373	0.11771632	0.49773070	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.43675160	0.11671891	0.49742621	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.43680949	0.11667625	0.49726698	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.43686733	0.11693112	0.49717364	-999.00000000	0.50518000	0.00202700	6.08100000	7.60200000	30.31080000	4.56000000
Start expt
0.43692522	0.11764740	0.49735406	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43698308	0.11812460	0.49729761	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43704095	0.11818008	0.49616119	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43709883	0.11787625	0.49588296	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43715669	0.11723463	0.49715438	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43721455	0.11726008	0.49680406	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43727243	0.11712939	0.49680331	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43733030	0.11758629	0.49680790	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43738819	0.11679263	0.49660033	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43744603	0.11868817	0.49637261	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43750392	0.11973809	0.49617916	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43756179	0.11982746	0.49607271	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43761965	0.12020792	0.49596635	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43767753	0.11982037	0.49585137	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43773539	0.11979637	0.49573198	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43779327	0.12028413	0.49563307	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43785113	0.12019434	0.49553970	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43790900	0.12028006	0.49542281	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43796687	0.11995695	0.49533442	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43802475	0.12049734	0.49525174	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43808261	0.12012971	0.49511689	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43814048	0.12024876	0.49502358	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43819837	0.12033495	0.49493179	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43825623	0.12069660	0.49484834	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43831409	0.12075406	0.49472642	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43837198	0.12012196	0.49462456	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43842985	0.12097906	0.49450698	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43848771	0.12086167	0.49446034	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43854558	0.12095454	0.49436593	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43860344	0.12071637	0.49426952	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43866133	0.12072863	0.49413145	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43871920	0.12056350	0.49399874	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43877707	0.12043866	0.49395546	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43883492	0.12043298	0.49383619	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43889281	0.12058790	0.49375811	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43895069	0.12096599	0.49366680	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43900853	0.12070616	0.49357221	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43906642	0.12065691	0.49349004	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43912428	0.12085249	0.49338883	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43918215	0.12079663	0.49329638	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43924003	0.12086657	0.49321729	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43929792	0.12065461	0.49309584	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43935575	0.12092447	0.49303633	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43941364	0.12076991	0.49293864	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43947150	0.12094435	0.49285439	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43952937	0.12092391	0.49276972	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43958725	0.12000023	0.49261805	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43964512	0.12064677	0.49253824	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43970297	0.12106784	0.49246791	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43976086	0.12123923	0.49239740	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43981873	0.12063398	0.49229956	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43987661	0.12110176	0.49220473	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43993446	0.12125432	0.49210343	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.43999233	0.12103710	0.49203223	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44005020	0.12098824	0.49192530	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44010809	0.12091525	0.49179727	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44016595	0.12082404	0.49170375	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44022381	0.12098390	0.49162441	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44028170	0.12109404	0.49150550	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44033957	0.12057443	0.49144033	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44039743	0.12124439	0.49131617	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44045532	0.12139973	0.49120787	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44051315	0.12107638	0.49115318	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44057103	0.12098537	0.49102777	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44062891	0.12136322	0.49093276	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44068676	0.12145539	0.49085590	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44074462	0.12150174	0.49071288	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44080248	0.12161553	0.49067181	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44086036	0.12147635	0.49058628	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44091822	0.12198968	0.49048179	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44097608	0.12149680	0.49037287	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44103393	0.12182881	0.49029657	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44109181	0.12190323	0.49019423	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44114967	0.12192713	0.49012300	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44120753	0.12173282	0.49001703	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44126541	0.12198948	0.48994991	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44132327	0.12162393	0.48983818	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44138113	0.12202599	0.48975742	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44143899	0.12202238	0.48965767	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44149687	0.12249690	0.49174535	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44155472	0.12157664	0.48993170	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44161258	0.12205676	0.48823428	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44167046	0.12252422	0.48815131	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44172835	0.12241826	0.48795918	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44178618	0.12215071	0.48940000	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44184404	0.12286332	0.48930669	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44190194	0.12278115	0.48914102	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44195980	0.12320411	0.48903546	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44201766	0.12287970	0.48888952	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44207553	0.12341050	0.48879716	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44213339	0.12337773	0.48868945	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44219125	0.12318264	0.48858100	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44224911	0.12356201	0.48852891	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44230699	0.12246729	0.48845878	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44236485	0.12286203	0.48837045	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44242271	0.12213802	0.48825702	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44248057	0.12229750	0.48814663	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44253843	0.12268195	0.48807153	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44259630	0.12262072	0.48798412	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44265416	0.12283955	0.48789418	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44271202	0.12228189	0.48777729	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44276990	0.12264636	0.48766959	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44282778	0.12288363	0.48760939	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44288562	0.12320289	0.48749980	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44294350	0.12241790	0.48739058	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44300135	0.12308062	0.48731717	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44305924	0.12323298	0.48723629	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44311708	0.12346626	0.48713636	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44317496	0.12382549	0.48705742	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44323283	0.12326206	0.48695025	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44329069	0.12336536	0.48685971	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44334855	0.12367767	0.48674268	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44340642	0.12396355	0.48664647	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44346430	0.12451403	0.48655283	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44352216	0.12482525	0.48645294	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44358002	0.12497367	0.48635083	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44363787	0.12462416	0.48625025	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44369573	0.12498191	0.48614240	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44375361	0.12492386	0.48606309	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44381147	0.12502272	0.48597056	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44386934	0.12574764	0.48589218	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44392721	0.12510219	0.48577246	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44398507	0.12555772	0.48566842	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44404295	0.12522417	0.48554668	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
0.44410082	0.12487032	0.48544657	-999.00000000	0.50467300	0.00202700	6.08100000	7.60200000	30.28038000	6.08100000
