Day fraction since midnight on 10/6/2019	Water Pump Control (rpm)	Coagulant Pump Control (rpm)	Fluoride Pump Control ()	Turbidity ()
0.49758923	0.00000000	0.00000000	0.00000000	5.80370283	0.00000000
0.49760082	0.00000000	0.00000000	0.00000000	5.77387047	0.00000000
0.49761239	0.00000000	0.00000000	0.00000000	5.76801920	0.00000000
0.49762396	0.00000000	0.00000000	0.00000000	5.76277924	0.00000000
0.49763553	0.00000000	0.00000000	0.00000000	5.80794859	0.00000000
0.49764710	0.00000000	0.00000000	0.00000000	5.86346292	0.00000000
0.49765869	0.00000000	0.00000000	0.00000000	5.87915277	0.00000000
0.49767026	0.00000000	0.00000000	0.00000000	5.88057089	0.00000000
0.49768183	0.00000000	0.00000000	0.00000000	5.91544390	0.00000000
0.49769339	0.00000000	0.00000000	0.00000000	5.98214817	0.00000000
0.49770498	0.00000000	0.00000000	0.00000000	6.02461481	0.00000000
0.49771655	0.00000000	0.00000000	0.00000000	6.03297091	0.00000000
0.49772812	0.00000000	0.00000000	0.00000000	6.00075912	0.00000000
0.49773969	0.00000000	0.00000000	0.00000000	5.94444323	0.00000000
0.49775128	0.00000000	0.00000000	0.00000000	5.94444323	0.00000000
0.49776285	0.00000000	0.00000000	0.00000000	5.83508396	0.00000000
0.49777442	0.00000000	0.00000000	0.00000000	5.78876877	0.00000000
0.49778599	0.00000000	0.00000000	0.00000000	5.77021885	0.00000000
0.49779756	0.00000000	0.00000000	0.00000000	5.77021885	0.00000000
0.49780915	0.00000000	0.00000000	0.00000000	5.81602430	0.00000000
0.49782072	0.00000000	0.00000000	0.00000000	5.82338667	0.00000000
0.49783229	0.00000000	0.00000000	0.00000000	5.82338667	0.00000000
0.49784386	0.00000000	0.00000000	0.00000000	5.85576773	0.00000000
0.49785543	0.00000000	0.00000000	0.00000000	5.90733767	0.00000000
0.49786702	0.00000000	0.00000000	0.00000000	5.96826363	0.00000000
0.49787859	0.00000000	0.00000000	0.00000000	5.96826363	0.00000000
0.49789016	0.00000000	0.00000000	0.00000000	5.97117090	0.00000000
0.49790175	0.00000000	0.00000000	0.00000000	5.91510487	0.00000000
0.49791331	0.00000000	0.00000000	0.00000000	5.87280130	0.00000000
0.49792489	0.00000000	0.00000000	0.00000000	5.84178448	0.00000000
0.49793645	0.00000000	0.00000000	0.00000000	5.83241558	0.00000000
0.49794802	0.00000000	0.00000000	0.00000000	5.77159357	0.00000000
0.49795961	0.00000000	0.00000000	0.00000000	5.70835876	0.00000000
0.49797118	0.00000000	0.00000000	0.00000000	5.64461756	0.00000000
0.49798275	0.00000000	0.00000000	0.00000000	5.64461756	0.00000000
0.49799434	0.00000000	0.00000000	0.00000000	5.56502819	0.00000000
0.49800591	0.00000000	0.00000000	0.00000000	5.55623674	0.00000000
0.49801748	0.00000000	0.00000000	0.00000000	5.57617998	0.00000000
0.49802904	0.00000000	0.00000000	0.00000000	5.57617998	0.00000000
0.49804063	0.00000000	0.00000000	0.00000000	5.61529779	0.00000000
0.49805220	0.00000000	0.00000000	0.00000000	5.68817472	0.00000000
0.49806377	0.00000000	0.00000000	0.00000000	5.68817472	0.00000000
0.49807534	0.00000000	0.00000000	0.00000000	5.70253754	0.00000000
0.49808691	0.00000000	0.00000000	0.00000000	5.69569969	0.00000000
0.49809850	0.00000000	0.00000000	0.00000000	5.67768955	0.00000000
0.49811008	0.00000000	0.00000000	0.00000000	5.64158535	0.00000000
0.49812165	0.00000000	0.00000000	0.00000000	5.57719994	0.00000000
0.49813322	0.00000000	0.00000000	0.00000000	5.55158520	0.00000000
0.49814478	0.00000000	0.00000000	0.00000000	5.55158520	0.00000000
0.49815637	0.00000000	0.00000000	0.00000000	5.51981878	0.00000000
0.49816794	0.00000000	0.00000000	0.00000000	5.41594172	0.00000000
0.49817951	0.00000000	0.00000000	0.00000000	5.41594172	0.00000000
0.49819108	0.00000000	0.00000000	0.00000000	5.34591246	0.00000000
0.49820265	0.00000000	0.00000000	0.00000000	5.28347969	0.00000000
0.49821424	0.00000000	0.00000000	0.00000000	5.25546551	0.00000000
0.49822581	0.00000000	0.00000000	0.00000000	5.30298758	0.00000000
0.49823741	0.00000000	0.00000000	0.00000000	5.36558867	0.00000000
0.49824895	0.00000000	0.00000000	0.00000000	5.36558867	0.00000000
0.49826054	0.00000000	0.00000000	0.00000000	5.48033237	0.00000000
0.49827211	0.00000000	0.00000000	0.00000000	5.51798582	0.00000000
0.49828368	0.00000000	0.00000000	0.00000000	5.51798582	0.00000000
0.49829527	0.00000000	0.00000000	0.00000000	5.55192518	0.00000000
0.49830683	0.00000000	0.00000000	0.00000000	5.55192518	0.00000000
0.49831840	0.00000000	0.00000000	0.00000000	5.57290030	0.00000000
0.49832998	0.00000000	0.00000000	0.00000000	5.61316442	0.00000000
0.49834154	0.00000000	0.00000000	0.00000000	5.80520535	0.00000000
0.49835313	0.00000000	0.00000000	0.00000000	5.94243431	0.00000000
0.49836470	0.00000000	0.00000000	0.00000000	5.94243431	0.00000000
0.49837629	0.00000000	0.00000000	0.00000000	6.08232260	0.00000000
0.49838784	0.00000000	0.00000000	0.00000000	6.26293230	0.00000000
0.49839943	0.00000000	0.00000000	0.00000000	6.31573248	0.00000000
0.49841099	0.00000000	0.00000000	0.00000000	6.31573248	0.00000000
0.49842257	0.00000000	0.00000000	0.00000000	6.34986353	0.00000000
0.49843414	0.00000000	0.00000000	0.00000000	6.33409405	0.00000000
0.49844571	0.00000000	0.00000000	0.00000000	6.33409405	0.00000000
0.49845728	0.00000000	0.00000000	0.00000000	6.19804287	0.00000000
0.49846886	0.00000000	0.00000000	0.00000000	6.12603903	0.00000000
0.49848045	0.00000000	0.00000000	0.00000000	6.07112885	0.00000000
0.49849201	0.00000000	0.00000000	0.00000000	6.07112885	0.00000000
0.49850358	0.00000000	0.00000000	0.00000000	6.01064873	0.00000000
0.49851517	0.00000000	0.00000000	0.00000000	5.97107792	0.00000000
0.49852674	0.00000000	0.00000000	0.00000000	5.97107792	0.00000000
0.49853831	0.00000000	0.00000000	0.00000000	5.89967823	0.00000000
0.49854987	0.00000000	0.00000000	0.00000000	5.71848965	0.00000000
0.49856147	0.00000000	0.00000000	0.00000000	5.64248705	0.00000000
0.49857304	0.00000000	0.00000000	0.00000000	5.64248705	0.00000000
0.49858463	0.00000000	0.00000000	0.00000000	5.59685278	0.00000000
0.49859617	0.00000000	0.00000000	0.00000000	5.57929230	0.00000000
0.49860776	0.00000000	0.00000000	0.00000000	5.59124231	0.00000000
0.49861933	0.00000000	0.00000000	0.00000000	5.62831831	0.00000000
0.49863090	0.00000000	0.00000000	0.00000000	5.65879440	0.00000000
0.49864247	0.00000000	0.00000000	0.00000000	5.68091488	0.00000000
0.49865406	0.00000000	0.00000000	0.00000000	5.70386314	0.00000000
0.49866562	0.00000000	0.00000000	0.00000000	5.70364809	0.00000000
0.49867719	0.00000000	0.00000000	0.00000000	5.68483067	0.00000000
0.49868876	0.00000000	0.00000000	0.00000000	5.68483067	0.00000000
0.49870035	0.00000000	0.00000000	0.00000000	5.65282869	0.00000000
0.49871192	0.00000000	0.00000000	0.00000000	5.61616564	0.00000000
0.49872349	0.00000000	0.00000000	0.00000000	5.59146023	0.00000000
0.49873507	0.00000000	0.00000000	0.00000000	5.58765459	0.00000000
0.49874664	0.00000000	0.00000000	0.00000000	5.60109520	0.00000000
0.49875820	0.00000000	0.00000000	0.00000000	5.62963724	0.00000000
0.49876979	0.00000000	0.00000000	0.00000000	5.66865396	0.00000000
0.49878136	0.00000000	0.00000000	0.00000000	5.70783663	0.00000000
0.49879293	0.00000000	0.00000000	0.00000000	5.73603582	0.00000000
0.49880452	0.00000000	0.00000000	0.00000000	5.74868250	0.00000000
0.49881609	0.00000000	0.00000000	0.00000000	5.73732471	0.00000000
0.49882765	0.00000000	0.00000000	0.00000000	5.72258377	0.00000000
0.49883923	0.00000000	0.00000000	0.00000000	5.70978546	0.00000000
0.49885080	0.00000000	0.00000000	0.00000000	5.65846872	0.00000000
0.49886239	0.00000000	0.00000000	0.00000000	5.65846872	0.00000000
0.49887396	0.00000000	0.00000000	0.00000000	5.61497927	0.00000000
0.49888553	0.00000000	0.00000000	0.00000000	5.56085300	0.00000000
0.49889710	0.00000000	0.00000000	0.00000000	5.50554323	0.00000000
0.49890867	0.00000000	0.00000000	0.00000000	5.44951582	0.00000000
0.49892026	0.00000000	0.00000000	0.00000000	5.39611626	0.00000000
0.49893185	0.00000000	0.00000000	0.00000000	5.35158205	0.00000000
0.49894339	0.00000000	0.00000000	0.00000000	5.32530308	0.00000000
0.49895498	0.00000000	0.00000000	0.00000000	5.31578302	0.00000000
0.49896655	0.00000000	0.00000000	0.00000000	5.31753874	0.00000000
0.49897814	0.00000000	0.00000000	0.00000000	5.33601093	0.00000000
0.49898969	0.00000000	0.00000000	0.00000000	5.36255693	0.00000000
0.49900126	0.00000000	0.00000000	0.00000000	5.39089775	0.00000000
0.49901285	0.00000000	0.00000000	0.00000000	5.40668106	0.00000000
0.49902442	0.00000000	0.00000000	0.00000000	5.41647673	0.00000000
0.49903599	0.00000000	0.00000000	0.00000000	5.43431044	0.00000000
0.49904756	0.00000000	0.00000000	0.00000000	5.43431044	0.00000000
0.49905915	0.00000000	0.00000000	0.00000000	5.46260118	0.00000000
0.49907072	0.00000000	0.00000000	0.00000000	5.50335693	0.00000000
0.49908229	0.00000000	0.00000000	0.00000000	5.54380941	0.00000000
0.49909386	0.00000000	0.00000000	0.00000000	5.57286596	0.00000000
0.49910544	0.00000000	0.00000000	0.00000000	5.58792639	0.00000000
0.49911700	0.00000000	0.00000000	0.00000000	5.58555651	0.00000000
0.49912859	0.00000000	0.00000000	0.00000000	5.57517815	0.00000000
0.49914015	0.00000000	0.00000000	0.00000000	5.55283833	0.00000000
0.49915174	0.00000000	0.00000000	0.00000000	5.51643562	0.00000000
0.49916331	0.00000000	0.00000000	0.00000000	5.47798157	0.00000000
0.49917488	0.00000000	0.00000000	0.00000000	5.44174385	0.00000000
0.49918645	0.00000000	0.00000000	0.00000000	5.40494394	0.00000000
0.49919804	0.00000000	0.00000000	0.00000000	5.36705971	0.00000000
0.49920961	0.00000000	0.00000000	0.00000000	5.33224583	0.00000000
0.49922117	0.00000000	0.00000000	0.00000000	5.25905085	0.00000000
0.49923274	0.00000000	0.00000000	0.00000000	5.25905085	0.00000000
0.49924433	0.00000000	0.00000000	0.00000000	5.22621870	0.00000000
0.49925590	0.00000000	0.00000000	0.00000000	5.19665194	0.00000000
0.49926747	0.00000000	0.00000000	0.00000000	5.17523956	0.00000000
0.49927904	0.00000000	0.00000000	0.00000000	5.15682554	0.00000000
0.49929063	0.00000000	0.00000000	0.00000000	5.13001299	0.00000000
0.49930220	0.00000000	0.00000000	0.00000000	5.10427094	0.00000000
0.49931377	0.00000000	0.00000000	0.00000000	5.08554363	0.00000000
0.49932534	0.00000000	0.00000000	0.00000000	5.07408381	0.00000000
0.49933691	0.00000000	0.00000000	0.00000000	5.07294273	0.00000000
0.49934850	0.00000000	0.00000000	0.00000000	5.08398247	0.00000000
0.49936007	0.00000000	0.00000000	0.00000000	5.09875917	0.00000000
0.49937163	0.00000000	0.00000000	0.00000000	5.11529350	0.00000000
0.49938323	0.00000000	0.00000000	0.00000000	5.13174295	0.00000000
0.49939479	0.00000000	0.00000000	0.00000000	5.13174295	0.00000000
0.49940636	0.00000000	0.00000000	0.00000000	5.15317822	0.00000000
0.49941794	0.00000000	0.00000000	0.00000000	5.15920353	0.00000000
0.49942951	0.00000000	0.00000000	0.00000000	5.16853809	0.00000000
0.49944108	0.00000000	0.00000000	0.00000000	5.17221689	0.00000000
0.49945267	0.00000000	0.00000000	0.00000000	5.17042780	0.00000000
0.49946423	0.00000000	0.00000000	0.00000000	5.17042780	0.00000000
0.49947580	0.00000000	0.00000000	0.00000000	5.15651274	0.00000000
0.49948739	0.00000000	0.00000000	0.00000000	5.14889622	0.00000000
0.49949896	0.00000000	0.00000000	0.00000000	5.14293575	0.00000000
0.49951052	0.00000000	0.00000000	0.00000000	5.13549185	0.00000000
0.49952209	0.00000000	0.00000000	0.00000000	5.12643147	0.00000000
0.49953369	0.00000000	0.00000000	0.00000000	5.12214184	0.00000000
0.49954526	0.00000000	0.00000000	0.00000000	5.12164640	0.00000000
0.49955683	0.00000000	0.00000000	0.00000000	5.11960888	0.00000000
0.49956842	0.00000000	0.00000000	0.00000000	5.11960888	0.00000000
0.49957998	0.00000000	0.00000000	0.00000000	5.10723162	0.00000000
0.49959155	0.00000000	0.00000000	0.00000000	5.09160805	0.00000000
0.49960312	0.00000000	0.00000000	0.00000000	5.06420231	0.00000000
0.49961469	0.00000000	0.00000000	0.00000000	5.02615404	0.00000000
0.49962626	0.00000000	0.00000000	0.00000000	4.98099566	0.00000000
0.49963785	0.00000000	0.00000000	0.00000000	4.93544149	0.00000000
0.49964942	0.00000000	0.00000000	0.00000000	4.89536190	0.00000000
0.49966101	0.00000000	0.00000000	0.00000000	4.85671282	0.00000000
0.49967258	0.00000000	0.00000000	0.00000000	4.81956816	0.00000000
0.49968414	0.00000000	0.00000000	0.00000000	4.79111671	0.00000000
0.49969571	0.00000000	0.00000000	0.00000000	4.77356720	0.00000000
0.49970728	0.00000000	0.00000000	0.00000000	4.76881933	0.00000000
0.49971887	0.00000000	0.00000000	0.00000000	4.77692699	0.00000000
0.49973044	0.00000000	0.00000000	0.00000000	4.79534864	0.00000000
0.49974200	0.00000000	0.00000000	0.00000000	4.82229900	0.00000000
0.49975359	0.00000000	0.00000000	0.00000000	4.85172319	0.00000000
0.49976516	0.00000000	0.00000000	0.00000000	4.87798357	0.00000000
0.49977673	0.00000000	0.00000000	0.00000000	4.89895868	0.00000000
0.49978830	0.00000000	0.00000000	0.00000000	4.92001534	0.00000000
0.49979989	0.00000000	0.00000000	0.00000000	4.94750357	0.00000000
0.49981146	0.00000000	0.00000000	0.00000000	4.98354053	0.00000000
0.49982303	0.00000000	0.00000000	0.00000000	5.03259993	0.00000000
0.49983459	0.00000000	0.00000000	0.00000000	5.06922483	0.00000000
0.49984618	0.00000000	0.00000000	0.00000000	5.10322952	0.00000000
0.49985775	0.00000000	0.00000000	0.00000000	5.14010525	0.00000000
0.49986932	0.00000000	0.00000000	0.00000000	5.18478298	0.00000000
0.49988091	0.00000000	0.00000000	0.00000000	5.24493790	0.00000000
0.49989248	0.00000000	0.00000000	0.00000000	5.32503700	0.00000000
0.49990405	0.00000000	0.00000000	0.00000000	5.41620064	0.00000000
0.49991564	0.00000000	0.00000000	0.00000000	5.50903082	0.00000000
0.49992721	0.00000000	0.00000000	0.00000000	5.60426664	0.00000000
0.49993878	0.00000000	0.00000000	0.00000000	5.70037794	0.00000000
0.49995034	0.00000000	0.00000000	0.00000000	5.78625154	0.00000000
0.49996194	0.00000000	0.00000000	0.00000000	5.85818434	0.00000000
0.49997348	0.00000000	0.00000000	0.00000000	5.92315388	0.00000000
0.49998507	0.00000000	0.00000000	0.00000000	5.98282814	0.00000000
0.49999664	0.00000000	0.00000000	0.00000000	6.03972435	0.00000000
0.50000821	0.00000000	0.00000000	0.00000000	6.09446907	0.00000000
0.50001980	0.00000000	0.00000000	0.00000000	6.16020775	0.00000000
0.50003137	0.00000000	0.00000000	0.00000000	6.23436499	0.00000000
0.50004293	0.00000000	0.00000000	0.00000000	6.30068254	0.00000000
0.50005450	0.00000000	0.00000000	0.00000000	6.30068254	0.00000000
0.50006609	0.00000000	0.00000000	0.00000000	6.36276531	0.00000000
0.50007768	0.00000000	0.00000000	0.00000000	6.35756254	0.00000000
0.50008922	0.00000000	0.00000000	0.00000000	6.33438110	0.00000000
0.50010080	0.00000000	0.00000000	0.00000000	6.29845572	0.00000000
0.50011238	0.00000000	0.00000000	0.00000000	6.25662327	0.00000000
0.50012397	0.00000000	0.00000000	0.00000000	6.21656704	0.00000000
0.50013554	0.00000000	0.00000000	0.00000000	6.18500233	0.00000000
0.50014710	0.00000000	0.00000000	0.00000000	6.16469383	0.00000000
0.50015867	0.00000000	0.00000000	0.00000000	6.15466881	0.00000000
0.50017024	0.00000000	0.00000000	0.00000000	6.15329075	0.00000000
0.50018183	0.00000000	0.00000000	0.00000000	6.15786839	0.00000000
0.50019340	0.00000000	0.00000000	0.00000000	6.15934229	0.00000000
0.50020497	0.00000000	0.00000000	0.00000000	6.13468838	0.00000000
0.50021654	0.00000000	0.00000000	0.00000000	6.03440952	0.00000000
0.50022813	0.00000000	0.00000000	0.00000000	5.92473364	0.00000000
0.50023969	0.00000000	0.00000000	0.00000000	5.86234379	0.00000000
0.50025126	0.00000000	0.00000000	0.00000000	5.84104013	0.00000000
0.50026285	0.00000000	0.00000000	0.00000000	5.88681602	0.00000000
0.50027442	0.00000000	0.00000000	0.00000000	5.93461370	0.00000000
0.50028599	0.00000000	0.00000000	0.00000000	5.96822262	0.00000000
0.50029756	0.00000000	0.00000000	0.00000000	5.94116592	0.00000000
0.50030915	0.00000000	0.00000000	0.00000000	5.99570084	0.00000000
0.50032072	0.00000000	0.00000000	0.00000000	6.01676321	0.00000000
0.50033229	0.00000000	0.00000000	0.00000000	6.05500174	0.00000000
0.50034386	0.00000000	0.00000000	0.00000000	6.07479143	0.00000000
0.50035543	0.00000000	0.00000000	0.00000000	6.10328245	0.00000000
0.50036700	0.00000000	0.00000000	0.00000000	6.13181400	0.00000000
0.50037859	0.00000000	0.00000000	0.00000000	6.18917227	0.00000000
0.50039016	0.00000000	0.00000000	0.00000000	6.21571636	0.00000000
0.50040173	0.00000000	0.00000000	0.00000000	6.19755411	0.00000000
0.50041330	0.00000000	0.00000000	0.00000000	6.17718077	0.00000000
0.50042489	0.00000000	0.00000000	0.00000000	6.16602087	0.00000000
0.50043646	0.00000000	0.00000000	0.00000000	6.15730381	0.00000000
0.50044803	0.00000000	0.00000000	0.00000000	6.15730381	0.00000000
0.50045962	0.00000000	0.00000000	0.00000000	6.15730381	0.00000000
0.50047117	0.00000000	0.00000000	0.00000000	6.20830488	0.00000000
0.50048276	0.00000000	0.00000000	0.00000000	6.20303440	0.00000000
0.50049433	0.00000000	0.00000000	0.00000000	6.20294571	0.00000000
0.50050590	0.00000000	0.00000000	0.00000000	6.19527674	0.00000000
0.50051747	0.00000000	0.00000000	0.00000000	6.21059465	0.00000000
0.50052906	0.00000000	0.00000000	0.00000000	6.21059465	0.00000000
0.50054063	0.00000000	0.00000000	0.00000000	6.29230022	0.00000000
0.50055220	0.00000000	0.00000000	0.00000000	6.28189135	0.00000000
0.50056377	0.00000000	0.00000000	0.00000000	6.24770832	0.00000000
0.50057535	0.00000000	0.00000000	0.00000000	6.22046232	0.00000000
0.50058692	0.00000000	0.00000000	0.00000000	6.20195341	0.00000000
0.50059849	0.00000000	0.00000000	0.00000000	6.20140219	0.00000000
0.50061005	0.00000000	0.00000000	0.00000000	6.20140219	0.00000000
0.50062165	0.00000000	0.00000000	0.00000000	6.18384218	0.00000000
0.50063322	0.00000000	0.00000000	0.00000000	6.19095945	0.00000000
0.50064478	0.00000000	0.00000000	0.00000000	6.21412706	0.00000000
0.50065635	0.00000000	0.00000000	0.00000000	6.21412706	0.00000000
0.50066794	0.00000000	0.00000000	0.00000000	6.13080454	0.00000000
0.50067951	0.00000000	0.00000000	0.00000000	6.09777355	0.00000000
0.50069108	0.00000000	0.00000000	0.00000000	6.13588047	0.00000000
0.50070267	0.00000000	0.00000000	0.00000000	6.13588047	0.00000000
0.50071424	0.00000000	0.00000000	0.00000000	6.21649313	0.00000000
0.50072581	0.00000000	0.00000000	0.00000000	6.20635271	0.00000000
0.50073737	0.00000000	0.00000000	0.00000000	6.20284176	0.00000000
0.50074896	0.00000000	0.00000000	0.00000000	6.22798920	0.00000000
0.50076054	0.00000000	0.00000000	0.00000000	6.27372742	0.00000000
0.50077210	0.00000000	0.00000000	0.00000000	6.27372742	0.00000000
0.50078367	0.00000000	0.00000000	0.00000000	6.28936720	0.00000000
0.50079525	0.00000000	0.00000000	0.00000000	6.28724766	0.00000000
0.50080684	0.00000000	0.00000000	0.00000000	6.26222181	0.00000000
0.50081841	0.00000000	0.00000000	0.00000000	6.20904446	0.00000000
0.50082998	0.00000000	0.00000000	0.00000000	6.16419697	0.00000000
0.50084155	0.00000000	0.00000000	0.00000000	6.16419697	0.00000000
0.50085311	0.00000000	0.00000000	0.00000000	6.14583826	0.00000000
0.50086468	0.00000000	0.00000000	0.00000000	6.15754318	0.00000000
0.50087628	0.00000000	0.00000000	0.00000000	6.15586472	0.00000000
0.50088785	0.00000000	0.00000000	0.00000000	6.15586472	0.00000000
0.50089942	0.00000000	0.00000000	0.00000000	6.12308741	0.00000000
0.50091099	0.00000000	0.00000000	0.00000000	6.12308741	0.00000000
0.50092256	0.00000000	0.00000000	0.00000000	6.12654877	0.00000000
0.50093413	0.00000000	0.00000000	0.00000000	6.07685614	0.00000000
0.50094570	0.00000000	0.00000000	0.00000000	6.05092335	0.00000000
0.50095728	0.00000000	0.00000000	0.00000000	6.05092335	0.00000000
0.50096885	0.00000000	0.00000000	0.00000000	6.02505016	0.00000000
0.50098043	0.00000000	0.00000000	0.00000000	6.04203272	0.00000000
0.50099200	0.00000000	0.00000000	0.00000000	6.02948332	0.00000000
0.50100359	0.00000000	0.00000000	0.00000000	6.02948332	0.00000000
0.50101515	0.00000000	0.00000000	0.00000000	6.06615257	0.00000000
0.50102672	0.00000000	0.00000000	0.00000000	6.06045246	0.00000000
0.50103829	0.00000000	0.00000000	0.00000000	6.04511833	0.00000000
0.50104987	0.00000000	0.00000000	0.00000000	6.04188776	0.00000000
0.50106146	0.00000000	0.00000000	0.00000000	6.05143166	0.00000000
0.50107303	0.00000000	0.00000000	0.00000000	6.05635023	0.00000000
0.50108462	0.00000000	0.00000000	0.00000000	6.08334541	0.00000000
0.50109616	0.00000000	0.00000000	0.00000000	6.13663721	0.00000000
0.50110775	0.00000000	0.00000000	0.00000000	6.13663721	0.00000000
0.50111932	0.00000000	0.00000000	0.00000000	6.16310549	0.00000000
0.50113089	0.00000000	0.00000000	0.00000000	6.24341106	0.00000000
0.50114247	0.00000000	0.00000000	0.00000000	6.24240160	0.00000000
0.50115403	0.00000000	0.00000000	0.00000000	6.24240160	0.00000000
0.50116562	0.00000000	0.00000000	0.00000000	6.18661070	0.00000000
0.50117719	0.00000000	0.00000000	0.00000000	6.20995808	0.00000000
0.50118876	0.00000000	0.00000000	0.00000000	6.18585253	0.00000000
0.50120035	0.00000000	0.00000000	0.00000000	6.18585253	0.00000000
0.50121192	0.00000000	0.00000000	0.00000000	6.16958523	0.00000000
0.50122349	0.00000000	0.00000000	0.00000000	6.19862127	0.00000000
0.50123507	0.00000000	0.00000000	0.00000000	6.20340443	0.00000000
0.50124663	0.00000000	0.00000000	0.00000000	6.35483313	0.00000000
0.50125822	0.00000000	0.00000000	0.00000000	6.34109068	0.00000000
0.50126979	0.00000000	0.00000000	0.00000000	6.34109068	0.00000000
0.50128138	0.00000000	0.00000000	0.00000000	6.35315323	0.00000000
0.50129295	0.00000000	0.00000000	0.00000000	6.34516811	0.00000000
0.50130452	0.00000000	0.00000000	0.00000000	6.32843018	0.00000000
0.50131608	0.00000000	0.00000000	0.00000000	6.30375624	0.00000000
0.50132765	0.00000000	0.00000000	0.00000000	6.28551388	0.00000000
0.50133924	0.00000000	0.00000000	0.00000000	6.25455666	0.00000000
0.50135081	0.00000000	0.00000000	0.00000000	6.22814131	0.00000000
0.50136238	0.00000000	0.00000000	0.00000000	6.23098993	0.00000000
0.50137395	0.00000000	0.00000000	0.00000000	6.23098993	0.00000000
0.50138552	0.00000000	0.00000000	0.00000000	6.20495605	0.00000000
0.50139711	0.00000000	0.00000000	0.00000000	6.16878843	0.00000000
0.50140868	0.00000000	0.00000000	0.00000000	6.10034132	0.00000000
0.50142025	0.00000000	0.00000000	0.00000000	6.07187605	0.00000000
0.50143182	0.00000000	0.00000000	0.00000000	6.07183409	0.00000000
0.50144339	0.00000000	0.00000000	0.00000000	6.07183409	0.00000000
0.50145496	0.00000000	0.00000000	0.00000000	6.06094074	0.00000000
0.50146655	0.00000000	0.00000000	0.00000000	6.02954769	0.00000000
0.50147812	0.00000000	0.00000000	0.00000000	6.02954769	0.00000000
0.50148970	0.00000000	0.00000000	0.00000000	5.98475409	0.00000000
0.50150127	0.00000000	0.00000000	0.00000000	5.98475409	0.00000000
0.50151284	0.00000000	0.00000000	0.00000000	5.99164200	0.00000000
0.50152440	0.00000000	0.00000000	0.00000000	5.99472904	0.00000000
0.50153600	0.00000000	0.00000000	0.00000000	5.99177217	0.00000000
0.50154757	0.00000000	0.00000000	0.00000000	5.99748373	0.00000000
0.50155913	0.00000000	0.00000000	0.00000000	5.99457693	0.00000000
0.50157070	0.00000000	0.00000000	0.00000000	5.98159742	0.00000000
0.50158229	0.00000000	0.00000000	0.00000000	5.99552059	0.00000000
0.50159386	0.00000000	0.00000000	0.00000000	5.99526739	0.00000000
0.50160543	0.00000000	0.00000000	0.00000000	5.97525263	0.00000000
0.50161702	0.00000000	0.00000000	0.00000000	5.97525263	0.00000000
0.50162859	0.00000000	0.00000000	0.00000000	5.96867180	0.00000000
0.50164015	0.00000000	0.00000000	0.00000000	5.97731304	0.00000000
0.50165172	0.00000000	0.00000000	0.00000000	5.94184732	0.00000000
0.50166331	0.00000000	0.00000000	0.00000000	5.94184732	0.00000000
0.50167488	0.00000000	0.00000000	0.00000000	5.90230942	0.00000000
0.50168645	0.00000000	0.00000000	0.00000000	5.90230942	0.00000000
0.50169802	0.00000000	0.00000000	0.00000000	5.87543631	0.00000000
0.50170961	0.00000000	0.00000000	0.00000000	5.87543631	0.00000000
0.50172118	0.00000000	0.00000000	0.00000000	5.84305143	0.00000000
0.50173275	0.00000000	0.00000000	0.00000000	5.83346176	0.00000000
0.50174431	0.00000000	0.00000000	0.00000000	5.83141661	0.00000000
0.50175590	0.00000000	0.00000000	0.00000000	5.82057142	0.00000000
0.50176748	0.00000000	0.00000000	0.00000000	5.81195402	0.00000000
0.50177905	0.00000000	0.00000000	0.00000000	5.82944965	0.00000000
0.50179061	0.00000000	0.00000000	0.00000000	5.82612228	0.00000000
0.50180220	0.00000000	0.00000000	0.00000000	5.84615946	0.00000000
0.50181377	0.00000000	0.00000000	0.00000000	5.86089849	0.00000000
0.50182535	0.00000000	0.00000000	0.00000000	5.86370993	0.00000000
0.50183692	0.00000000	0.00000000	0.00000000	5.84898233	0.00000000
0.50184849	0.00000000	0.00000000	0.00000000	5.84556437	0.00000000
0.50186008	0.00000000	0.00000000	0.00000000	5.80346584	0.00000000
0.50187165	0.00000000	0.00000000	0.00000000	5.79862928	0.00000000
0.50188322	0.00000000	0.00000000	0.00000000	5.77058172	0.00000000
0.50189478	0.00000000	0.00000000	0.00000000	5.74837399	0.00000000
0.50190638	0.00000000	0.00000000	0.00000000	5.73473978	0.00000000
0.50191792	0.00000000	0.00000000	0.00000000	5.72826004	0.00000000
0.50192951	0.00000000	0.00000000	0.00000000	5.75186205	0.00000000
0.50194108	0.00000000	0.00000000	0.00000000	5.74502993	0.00000000
0.50195265	0.00000000	0.00000000	0.00000000	5.74934006	0.00000000
0.50196424	0.00000000	0.00000000	0.00000000	5.79375029	0.00000000
0.50197581	0.00000000	0.00000000	0.00000000	5.79455233	0.00000000
0.50198737	0.00000000	0.00000000	0.00000000	5.81247711	0.00000000
0.50199894	0.00000000	0.00000000	0.00000000	5.78587770	0.00000000
0.50201053	0.00000000	0.00000000	0.00000000	5.77368307	0.00000000
0.50202210	0.00000000	0.00000000	0.00000000	5.75548887	0.00000000
0.50203367	0.00000000	0.00000000	0.00000000	5.74656487	0.00000000
0.50204524	0.00000000	0.00000000	0.00000000	5.71971083	0.00000000
0.50205682	0.00000000	0.00000000	0.00000000	5.71971083	0.00000000
